client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
4d49bfe22b9c07fce9de4613cb2b50506a859d8e2f95ad26fe32d1975401614c2f4b4a5ee62d6b23a71c2a93b4def36611f73850f6305572689739ab6f5cbc9f	common_voice_as_25111102.mp3	আমাৰ ঘৰত তলা মৰা অৱস্থাত ওছৰৰে ঘৰত মানুহ নথকা সময়ত চুৰি হৈছিল।	2	0					as	
7f7e3d4885ca37cffd2823d99e37149d6edbd02c7e82aea6d70a7e93619082e8730e232db42f377fdb5dfa0986b1c8190ec3aa2ccc59c9ad62889d1f4badf54c	common_voice_as_25375265.mp3	মন ভালো লগা নাই, বেয়াও, নগা নাই।	2	0					as	
968b64cab86cb279cea4b0e444c89e8a729aae489411c4b1d84a80da4c86f613756c6eb98c17ef64da347f053a5a63aaf1e05faab8dd8e84cf743b7f21e95b69	common_voice_as_27252115.mp3	ইয়াৰ পাচত সূৰ্য্যই যেতিয়া ৰোগীক কেনে দেখিলে সুধিলে ডাক্তৰে ক'ব লগাত পৰিল।	2	0					as	
d35e12b7e4479c77a2b5685595d0146d9c965d39536dcd9e7794830c2d237bc28f9302e0d87dac75e0e3e98b444947dcda9d57d2d35e430789b2ea0929329697	common_voice_as_23664176.mp3	তেওঁ ৰামৰ এজন ভাল অনুগামী।	2	0					as	
1085a6b253dc413703ed984a31fc6244def43b71c44c5fdc9c51c09aeb3d39b6651ee4c7fa056cb07507794ec17b6f3d46624e43e27f44104c15526d1ed7c66c	common_voice_as_37362164.mp3	ইউনেস্কোৰ দ্বাৰা স্বীকৃত প্ৰাকৃতিক বিশ্ব ঐতিহ্যবাহী স্থান মানস ৰাষ্ট্ৰীয় উদ্যান।	2	0			Native		as	
1085a6b253dc413703ed984a31fc6244def43b71c44c5fdc9c51c09aeb3d39b6651ee4c7fa056cb07507794ec17b6f3d46624e43e27f44104c15526d1ed7c66c	common_voice_as_37362168.mp3	এইদৰে বহুদিন গ'ল।	2	0			Native		as	
a3e26ba721c76f6e9863a24aa42fb5c900855d5bd70a41428247fa60348b99e265d802c9803f962fe1cd42458391e59a364a561e40a6c4d064464b6a68cb4f1a	common_voice_as_21808341.mp3	যদিও এই উদ্যোগৰ ইতিহাস পুৰণি।	2	1					as	
a3e26ba721c76f6e9863a24aa42fb5c900855d5bd70a41428247fa60348b99e265d802c9803f962fe1cd42458391e59a364a561e40a6c4d064464b6a68cb4f1a	common_voice_as_21808342.mp3	পুৰণিয়ে নতুনক কয় যে পুৰণিক এৰিলে	2	0					as	
ab43404049d816c624b9dd904d4fb4b72e2225a5399325b8f2f063687b70d3bfc11f6e0afa4f71d23e324ab124e45d97824b2fcc69a65253ebed2c40689ea792	common_voice_as_25126344.mp3	পুৱাতে মোক খাটাংকৈ সমিধান দিব লাগিব।	2	0					as	
ab43404049d816c624b9dd904d4fb4b72e2225a5399325b8f2f063687b70d3bfc11f6e0afa4f71d23e324ab124e45d97824b2fcc69a65253ebed2c40689ea792	common_voice_as_25126345.mp3	আৰু পথ হেৰুৱাই বিভিন্ন স্থানত ঘূৰি পকি অৱশেষত নীলাচল পাহাৰত উপস্থিত হয়গৈ।	2	0					as	
f8ab7f8e9328740928fee822dd58ad57b0178b0b59653f18f60a20680edd22747719e263a40c0664d970fa4bc54b1c386190d9fe72a84211fa0e8b008d4f43f1	common_voice_as_21650228.mp3	এতিযা পুলিচৰ হাতৰ পৰা নিয়া যায় কেনেকৈ?	2	0					as	
f8ab7f8e9328740928fee822dd58ad57b0178b0b59653f18f60a20680edd22747719e263a40c0664d970fa4bc54b1c386190d9fe72a84211fa0e8b008d4f43f1	common_voice_as_21650231.mp3	কন্দা দেখি মাকৰ কোলাত হেৰি উঠিলগৈ।	2	0					as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109722.mp3	এই বুলি চাঙত উঠি শুই থাকিল।	2	0					as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109723.mp3	মই সকলো বস্তু যোগাৰ কৰি ৰাখিছিলোঁ।	2	0					as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109726.mp3	এটাও এৰি দিব নোৱাৰিলে আমি হোৱা হ'লে তাৰ পদূলিতো ভৰি নিদিলোঁহেঁতেন।	2	0					as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157251.mp3	ডিছপ্লে' ছেটিংছ সলনি কৰিলে ঠিক হৈ যাব।	2	0					as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157257.mp3	“অ’ খৰিকটীয়া, অ’ খৰিকটীয়া খৰি নিদিয় কিয়?”	2	0					as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157258.mp3	আজিয়েই মানুহ পঠিয়াব পাৰে।	2	0					as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085169.mp3	“মোৰ ৰাজ্যত আৰু এটা বৰ দুষ্ট বাঘ আছে”	2	0					as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085170.mp3	আৰু সতীৰ মৃতদেহ কান্ধত তুলি লৈ বিশ্ব ভ্ৰমি ফুৰিবলৈ ধৰিলে।	2	0					as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085171.mp3	পুলিচে বা আকৌ কি বিচাৰে।	2	0					as	
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807	common_voice_as_33313039.mp3	সেই নৰিয়াতে লাহে লাহে খিণায় শুকায় সি এদিন প্ৰাণ এৰিলে।	2	0					as	
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807	common_voice_as_33313041.mp3	দঢ়াই দঢ়াই মাতি গৈছিল সকলোকে।	2	0					as	
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807	common_voice_as_33313042.mp3	বিশেষকৈ বিবেকেশ্বৰ বৈৰাগীয়ে মােক বৰকৈ উদগাব ধৰিলে	2	0					as	
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807	common_voice_as_33313043.mp3	মোৰ তুলাক ইমানকৈ খুৱাওঁহে খুৱাওঁ তেও দেখোন তাই এনে হ'ব নোৱাৰে।	2	0					as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718655.mp3	এই নামটো কলি জনগোষ্ঠী সকলৰ আৰাধ্য দেৱী - মুম্বাদেৱীৰ নামেৰে নামাকৰণ কৰা হয়।	2	0	twenties	female			as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718668.mp3	আৰু কালি আৰু গণেশক নিৰ্বাসিত কৰে।	2	1	twenties	female			as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718669.mp3	ই স্বকীয়তাৰ দ্বীপ হিচাপেও পৰিচিত।	2	1	twenties	female			as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_32329208.mp3	এতিয়া মজা পাব, আইদেউ এই কামত কি সুখ।	2	0					as	
c7e6f52881091be25396edf26e2a5149c810c42d3fb76614cb249aaa050c1857ea3210e4bfad9ad617474a8251b0b2d37ccd0e09cfc0160816f7dfcc45efa3a3	common_voice_as_22191559.mp3	কুঁৱৰীয়ে ঘোঁৰাত উঠি ঘোঁৰা চেকুৰাই আহোঁতে বাটৰ এঠাইত দেখিলে।	2	0					as	
c7e6f52881091be25396edf26e2a5149c810c42d3fb76614cb249aaa050c1857ea3210e4bfad9ad617474a8251b0b2d37ccd0e09cfc0160816f7dfcc45efa3a3	common_voice_as_22191562.mp3	নমৰা হ'লে তাইক ক'ত ঘৰ লোৱাব পাৰোঁ!	2	0					as	
c7e6f52881091be25396edf26e2a5149c810c42d3fb76614cb249aaa050c1857ea3210e4bfad9ad617474a8251b0b2d37ccd0e09cfc0160816f7dfcc45efa3a3	common_voice_as_22191570.mp3	সি ক'লে বোলে তাৰ তাতোকৈ ডাঙৰ দৰকাৰী কাম আছে।	2	0					as	
c7e6f52881091be25396edf26e2a5149c810c42d3fb76614cb249aaa050c1857ea3210e4bfad9ad617474a8251b0b2d37ccd0e09cfc0160816f7dfcc45efa3a3	common_voice_as_22191572.mp3	কিন্তু সেই নৰিয়াতে সি ইমান দুৰ্ব্বল হৈছিল যে আজিলৈকে আগৰ শ্ৰী ঘুৰি অহা নাই।	2	0					as	
f4be1b035433c60ad1ad5c4b4d540c96f7fb0e7e025c3373f7065fbddaf331f82f885ee446828e4643f63f08e71bbde45b7dea9cff46154a704b57b6f9959a2a	common_voice_as_31690239.mp3	তেওঁ বুজিলে, পুলিচে গম পালে, দয়াৰামৰ আৰু সাৰিবৰ উপায় নাই।	2	1	teens	male			as	
f4be1b035433c60ad1ad5c4b4d540c96f7fb0e7e025c3373f7065fbddaf331f82f885ee446828e4643f63f08e71bbde45b7dea9cff46154a704b57b6f9959a2a	common_voice_as_31690277.mp3	কলা-কৌশলৰ কাহিনীয়ে বৰ্তমান কৃত্ৰিম বুদ্ধিমত্তাৰ নীতিগত দিশত চৰ্চা লাভ কৰিছে।	2	1	teens	male			as	
f4be1b035433c60ad1ad5c4b4d540c96f7fb0e7e025c3373f7065fbddaf331f82f885ee446828e4643f63f08e71bbde45b7dea9cff46154a704b57b6f9959a2a	common_voice_as_31690363.mp3	এক লাখৰ এপ্পল্ আই ফ'ন।	2	0	teens	male			as	
f4be1b035433c60ad1ad5c4b4d540c96f7fb0e7e025c3373f7065fbddaf331f82f885ee446828e4643f63f08e71bbde45b7dea9cff46154a704b57b6f9959a2a	common_voice_as_31690366.mp3	জিলাখনৰ সদৰ কাৰ্যালয়সমূহ বৰপেটাত অৱস্থিত।	2	1	teens	male			as	
06aabafa836a601b52dad81d0ea3b13229d8e559382cc3a9874757a380fd3789e10757af7a530d72fbd84700a07d38bcadded83666ec2cd627bb4c8081814783	common_voice_as_25815161.mp3	কিন্তু আন ঠাইত ইয়াক অকল নিত্য ব্যৱহাৰ্য্য সামগ্ৰী হিচাপেই ব্যৱহাৰ হোৱা দেখা যায়।	2	0					as	
06aabafa836a601b52dad81d0ea3b13229d8e559382cc3a9874757a380fd3789e10757af7a530d72fbd84700a07d38bcadded83666ec2cd627bb4c8081814783	common_voice_as_25815162.mp3	আমি এতিয়ালৈকে মুম্বাইৰ বিভিন্ন ঠাইলৈ ঘৰ বদলি কৰিবলগীয়া হোৱা হেতুকে।	3	0					as	
06aabafa836a601b52dad81d0ea3b13229d8e559382cc3a9874757a380fd3789e10757af7a530d72fbd84700a07d38bcadded83666ec2cd627bb4c8081814783	common_voice_as_25815163.mp3	নৰাইৰ অৱস্থা আগেয়ে বৰ বেয়া আছিল।	2	0					as	
06aabafa836a601b52dad81d0ea3b13229d8e559382cc3a9874757a380fd3789e10757af7a530d72fbd84700a07d38bcadded83666ec2cd627bb4c8081814783	common_voice_as_25815164.mp3	তাৰ পুৰস্কাৰ স্বৰূপে চেনিৰামক ধাৰে দিয়া টকা এৰি দিবলৈকে তেওঁ মনে মনে স্থিৰ কৰিলে।	2	1					as	
06aabafa836a601b52dad81d0ea3b13229d8e559382cc3a9874757a380fd3789e10757af7a530d72fbd84700a07d38bcadded83666ec2cd627bb4c8081814783	common_voice_as_25815165.mp3	ল'ৰাজনক সোধাত গম পালে তাৰ নাম পবিত্র নাথ।	2	0					as	
14ad47ebff183bd5dccbbace74f2278c67e5844cd94b49e2acd82c3e233394fd12833e72d4b2aa568840db9a525a8ff382ef7637ad41e54b1f8649da4df79f8a	common_voice_as_25110102.mp3	মণিয়ে ক'লে- "তিনি দিনৰ ছুটী লৈ ঘৰলৈ আহিছিলোঁ।"	2	0	twenties	male			as	
14ad47ebff183bd5dccbbace74f2278c67e5844cd94b49e2acd82c3e233394fd12833e72d4b2aa568840db9a525a8ff382ef7637ad41e54b1f8649da4df79f8a	common_voice_as_25110107.mp3	কোনোবাই লিপিবদ্ধ কৰিছে নে এতিয়া সেয়াও নাজানোঁ।	2	0	twenties	male			as	
14ad47ebff183bd5dccbbace74f2278c67e5844cd94b49e2acd82c3e233394fd12833e72d4b2aa568840db9a525a8ff382ef7637ad41e54b1f8649da4df79f8a	common_voice_as_25110110.mp3	ল'ৰাও চাই আহিব পাৰিব।	2	0	twenties	male			as	
14ad47ebff183bd5dccbbace74f2278c67e5844cd94b49e2acd82c3e233394fd12833e72d4b2aa568840db9a525a8ff382ef7637ad41e54b1f8649da4df79f8a	common_voice_as_25110117.mp3	এনেতে এজন প্ৰাৰ্থী ওলাল।	2	0	twenties	male			as	
14ad47ebff183bd5dccbbace74f2278c67e5844cd94b49e2acd82c3e233394fd12833e72d4b2aa568840db9a525a8ff382ef7637ad41e54b1f8649da4df79f8a	common_voice_as_25110119.mp3	আপুনি জ্ঞানী মানুহ বহুত কথা জানে	2	0	twenties	male			as	
4e227291991ca5ea498d61891d92f2d4bc5e6fc0615025bd3c8d9fd802fa81acb169e105937e84d241d67f51ada7b2b0cd87919a9a059441fc2682c6ca04b3d5	common_voice_as_25115195.mp3	এবছৰ আগেয়ে কানাডালৈ পলাই গৈছিল।	2	0					as	
4e227291991ca5ea498d61891d92f2d4bc5e6fc0615025bd3c8d9fd802fa81acb169e105937e84d241d67f51ada7b2b0cd87919a9a059441fc2682c6ca04b3d5	common_voice_as_25115197.mp3	এই কাৰণেই যে এনে বহুতো অভিভাৱক লগ পাইছোঁ।	2	0					as	
4e227291991ca5ea498d61891d92f2d4bc5e6fc0615025bd3c8d9fd802fa81acb169e105937e84d241d67f51ada7b2b0cd87919a9a059441fc2682c6ca04b3d5	common_voice_as_25115202.mp3	সচা হ'লে কোনোমতেই ছোৱালী দিব নোৱাৰি।	2	0					as	
4e227291991ca5ea498d61891d92f2d4bc5e6fc0615025bd3c8d9fd802fa81acb169e105937e84d241d67f51ada7b2b0cd87919a9a059441fc2682c6ca04b3d5	common_voice_as_25115208.mp3	ক্লিপব'ৰ্ডত ছবি প্ৰতিলিপি কৰা হ'ল।	2	0					as	
4e227291991ca5ea498d61891d92f2d4bc5e6fc0615025bd3c8d9fd802fa81acb169e105937e84d241d67f51ada7b2b0cd87919a9a059441fc2682c6ca04b3d5	common_voice_as_25115209.mp3	কিন্তু সেই বুলি যিহকে ভাল পোবা আগ পিচ নেভাবি তাকে কৰা আমাৰ উচিত নহয়।	2	0					as	
4f0bc794418ba4bc1b07a282f6034df9dcbf2cb5cc190da99521fbe95a00d772b0ff51907196741dc226354464eb99fa54200db5f0b38a7180570b944ccb6ff4	common_voice_as_22187004.mp3	ঘৰৰ গৃহিণীৰ ওপৰতে গোটেই পৰিয়ালৰ সুখ দুখ নিৰ্ভৰ কৰে।	2	0					as	
4f0bc794418ba4bc1b07a282f6034df9dcbf2cb5cc190da99521fbe95a00d772b0ff51907196741dc226354464eb99fa54200db5f0b38a7180570b944ccb6ff4	common_voice_as_22187005.mp3	বুঢ়ীৰ ভাত-ঘুমতি আহিল।	2	0					as	
4f0bc794418ba4bc1b07a282f6034df9dcbf2cb5cc190da99521fbe95a00d772b0ff51907196741dc226354464eb99fa54200db5f0b38a7180570b944ccb6ff4	common_voice_as_22187006.mp3	এই বাস্তৱমূলক কাহিনী ৰঙ্গমঞ্চত অভিনয়ৰ যোগেদি দৰ্শকৰ আগত দেখুৱাবৰ কাণে	2	0					as	
4f0bc794418ba4bc1b07a282f6034df9dcbf2cb5cc190da99521fbe95a00d772b0ff51907196741dc226354464eb99fa54200db5f0b38a7180570b944ccb6ff4	common_voice_as_22187008.mp3	কল অনা মানুহটোৱে বিচূৰ্ত্তি খায়।	2	0					as	
4f0bc794418ba4bc1b07a282f6034df9dcbf2cb5cc190da99521fbe95a00d772b0ff51907196741dc226354464eb99fa54200db5f0b38a7180570b944ccb6ff4	common_voice_as_22187010.mp3	এজনৰ হাত ভাঙিছিল, এজন পেৰেলাইচিচ হৈছিল।	2	0					as	
50edc189a393c5ef17130aaf8ebbcd8a9c20e24d8b08b430fdea97e67b1e6883b26a0f9d52af493e1b59deac38c21d99e6da987c05d5cce58bb5d0381d32bcbf	common_voice_as_25114506.mp3	ফৰিং ঘৈণীয়েকৰ কথাত মান্তি হৈ শুই থাকিল।	2	0					as	
50edc189a393c5ef17130aaf8ebbcd8a9c20e24d8b08b430fdea97e67b1e6883b26a0f9d52af493e1b59deac38c21d99e6da987c05d5cce58bb5d0381d32bcbf	common_voice_as_25114507.mp3	আঁঠুৱাখন অলপ ছিঙি হৈছে।	2	1					as	
